product_id,brand,category,product_name,regular_price_inr,currency,active
PRD00340,IFB,Washing Machines,IFB Top Load Washing Machine 415,33096,INR,True
PRD00341,Lenovo,Laptops,Lenovo Gaming Laptop 852,150611,INR,True
PRD00342,Eureka,Vacuum Cleaners,Eureka Cordless Vacuum Cleaner 865,33620,INR,True
PRD00343,Samsung,Mobile Phones,Samsung Budget Smartphone 411,162369,INR,True
PRD00344,Canon,Cameras,Canon Digital Camera 318,248202,INR,True
PRD00345,Eureka,Vacuum Cleaners,Eureka Robot Vacuum Cleaner 798,26827,INR,True
PRD00346,Samsung,TVs,Samsung Mini LED Smart TV 117,185996,INR,True
PRD00347,GoPro,Cameras,GoPro DSLR Camera 358,223483,INR,True
PRD00348,Samsung,Refrigerators,Samsung French Door Refrigerator 150,33474,INR,True
PRD00349,Microsoft,Gaming,Microsoft Gaming Controller 779,23036,INR,True
PRD00350,Apple,Tablets,Apple Professional Tablet 644,111298,INR,True
PRD00351,Daikin,Air Conditioners,Daikin Inverter AC 659,98989,INR,True
PRD00352,OnePlus,Tablets,OnePlus Gaming Tablet 324,92210,INR,True
PRD00353,TCL,TVs,TCL 4K Smart TV 453,142924,INR,True
PRD00354,Lenovo,Tablets,Lenovo Gaming Tablet 58,87518,INR,True
PRD00355,Haier,Refrigerators,Haier Double Door Refrigerator 473,60685,INR,True
PRD00356,LG,Air Conditioners,LG 1 Ton Split AC 852,73331,INR,True
PRD00357,Sony,Gaming,Sony Gaming Console 394,69462,INR,True
PRD00358,Blue Star,Air Conditioners,Blue Star 1 Ton Split AC 931,83947,INR,True
PRD00359,Samsung,Smart Watches,Samsung GPS Smart Watch 514,64341,INR,True
PRD00360,Samsung,TVs,Samsung LED Smart TV 831,47132,INR,True
PRD00361,LG,Refrigerators,LG French Door Refrigerator 254,25130,INR,True
PRD00362,Karcher,Vacuum Cleaners,Karcher Upright Vacuum Cleaner 536,39345,INR,True
PRD00363,Samsung,Smart Watches,Samsung GPS Smart Watch 940,50870,INR,True
PRD00364,Logitech,Gaming,Logitech Gaming Mouse 696,47350,INR,True
PRD00365,Apple,Smart Watches,Apple GPS Smart Watch 338,10639,INR,True
PRD00366,Xiaomi,Mobile Phones,Xiaomi Budget Smartphone 259,82487,INR,True
PRD00367,Agaro,Vacuum Cleaners,Agaro Robot Vacuum Cleaner 84,26847,INR,True
PRD00368,Samsung,Smart Watches,Samsung GPS Smart Watch 991,42662,INR,True
PRD00369,Xiaomi,Tablets,Xiaomi Professional Tablet 726,87993,INR,True
PRD00370,OnePlus,Mobile Phones,OnePlus Flagship Smartphone 659,106744,INR,True
PRD00371,Samsung,Refrigerators,Samsung Double Door Refrigerator 687,104675,INR,True
PRD00372,Bosch,Washing Machines,Bosch Top Load Washing Machine 372,20389,INR,True
PRD00373,Microsoft,Gaming,Microsoft Gaming Controller 971,47791,INR,True
PRD00374,Samsung,Air Conditioners,Samsung 1.5 Ton Split AC 159,43030,INR,True
PRD00375,OnePlus,Mobile Phones,OnePlus 5G Smartphone 790,141087,INR,True
PRD00376,GoPro,Cameras,GoPro Mirrorless Camera 345,193520,INR,True
PRD00377,Samsung,Smart Watches,Samsung Sports Smart Watch 167,22218,INR,True
PRD00378,Hisense,TVs,Hisense Mini LED Smart TV 925,232085,INR,True
PRD00379,Hisense,TVs,Hisense LED Smart TV 421,31453,INR,True
PRD00380,Samsung,Refrigerators,Samsung Single Door Refrigerator 292,100031,INR,True
PRD00381,Karcher,Vacuum Cleaners,Karcher Robot Vacuum Cleaner 245,39996,INR,True
PRD00382,Logitech,Gaming,Logitech Gaming Controller 695,51213,INR,True
PRD00383,Fossil,Smart Watches,Fossil Sports Smart Watch 797,38932,INR,True
PRD00384,Bosch,Washing Machines,Bosch Fully Automatic Washing Machine 990,72874,INR,True
PRD00385,LG,TVs,LG Mini LED Smart TV 894,56280,INR,True
PRD00386,Sony,Gaming,Sony Gaming Mouse 568,51655,INR,True
PRD00387,Motorola,Mobile Phones,Motorola Flagship Smartphone 292,40683,INR,True
PRD00388,Samsung,Mobile Phones,Samsung Ultra Smartphone 928,125786,INR,True
PRD00389,Nikon,Cameras,Nikon Digital Camera 970,44042,INR,True
PRD00390,Apple,Headphones,Apple Bluetooth Earbuds 425,3247,INR,True
PRD00391,ASUS,Laptops,ASUS Professional Laptop 242,128031,INR,True
PRD00392,LG,Washing Machines,LG Top Load Washing Machine 29,47430,INR,True
PRD00393,LG,Refrigerators,LG Side by Side Refrigerator 150,123727,INR,True
PRD00394,Samsung,TVs,Samsung QLED Smart TV 484,237517,INR,True
PRD00395,Philips,Vacuum Cleaners,Philips Upright Vacuum Cleaner 631,34399,INR,True
PRD00396,HP,Laptops,HP Business Laptop 221,97088,INR,True
PRD00397,OnePlus,TVs,OnePlus Mini LED Smart TV 434,158352,INR,True
PRD00398,OnePlus,Mobile Phones,OnePlus Pro Smartphone 125,86944,INR,True
PRD00399,Dell,Laptops,Dell Student Laptop 65,149829,INR,True
PRD00400,Google,Mobile Phones,Google Flagship Smartphone 17,148523,INR,True
PRD00401,OnePlus,Tablets,OnePlus Professional Tablet 148,104181,INR,True
PRD00402,Logitech,Gaming,Logitech Gaming Console 247,49244,INR,True
PRD00403,Fossil,Smart Watches,Fossil Premium Smart Watch 537,13221,INR,True
PRD00404,LG,Refrigerators,LG Double Door Refrigerator 895,71177,INR,True
PRD00405,LG,Air Conditioners,LG Inverter AC 260,73929,INR,True
PRD00406,Dyson,Vacuum Cleaners,Dyson Handheld Vacuum Cleaner 70,56676,INR,True
PRD00407,Samsung,Refrigerators,Samsung Double Door Refrigerator 596,121122,INR,True
PRD00408,Eureka,Vacuum Cleaners,Eureka Robot Vacuum Cleaner 361,7905,INR,True
PRD00409,Sony,Cameras,Sony DSLR Camera 798,237680,INR,True
PRD00410,Xiaomi,Tablets,Xiaomi Student Tablet 187,92802,INR,True
PRD00411,Samsung,TVs,Samsung LED Smart TV 301,29695,INR,True
PRD00412,Sony,Headphones,Sony Noise Cancelling Headphones 324,4246,INR,True
PRD00413,Razer,Gaming,Razer Gaming Mouse 485,74176,INR,True
PRD00414,Sony,Gaming,Sony Gaming Controller 366,40501,INR,True
PRD00415,Apple,Laptops,Apple Ultrabook Laptop 128,101622,INR,True
PRD00416,Godrej,Refrigerators,Godrej Single Door Refrigerator 451,117426,INR,True
PRD00417,Whirlpool,Washing Machines,Whirlpool Front Load Washing Machine 709,83038,INR,True
PRD00418,Voltas,Air Conditioners,Voltas 2 Ton Split AC 745,35828,INR,True
PRD00419,LG,Washing Machines,LG Top Load Washing Machine 559,41652,INR,True
PRD00420,Nintendo,Gaming,Nintendo Gaming Console 336,13494,INR,True
PRD00421,Lenovo,Tablets,Lenovo Gaming Tablet 618,68447,INR,True
PRD00422,Karcher,Vacuum Cleaners,Karcher Robot Vacuum Cleaner 455,50204,INR,True
PRD00423,Godrej,Refrigerators,Godrej Double Door Refrigerator 891,115265,INR,True
PRD00424,Haier,Refrigerators,Haier Single Door Refrigerator 655,55986,INR,True
PRD00425,HP,Laptops,HP Student Laptop 526,125239,INR,True
PRD00426,Philips,Vacuum Cleaners,Philips Cordless Vacuum Cleaner 870,14357,INR,True
PRD00427,Fossil,Smart Watches,Fossil Fitness Smart Watch 69,18545,INR,True
PRD00428,Boat,Headphones,Boat Bluetooth Earbuds 393,25233,INR,True
PRD00429,Apple,Smart Watches,Apple Premium Smart Watch 972,60972,INR,True
PRD00430,Whirlpool,Refrigerators,Whirlpool Single Door Refrigerator 79,120019,INR,True
PRD00431,Samsung,Smart Watches,Samsung GPS Smart Watch 322,54171,INR,True
PRD00432,Lenovo,Tablets,Lenovo Professional Tablet 27,24869,INR,True
PRD00433,Philips,Vacuum Cleaners,Philips Upright Vacuum Cleaner 397,38930,INR,True
PRD00434,Canon,Cameras,Canon Action Camera 267,223152,INR,True
PRD00435,Karcher,Vacuum Cleaners,Karcher Robot Vacuum Cleaner 293,45099,INR,True
PRD00436,Karcher,Vacuum Cleaners,Karcher Robot Vacuum Cleaner 139,13037,INR,True
PRD00437,Google,Mobile Phones,Google Pro Smartphone 90,124683,INR,True
PRD00438,Lenovo,Tablets,Lenovo Gaming Tablet 67,103000,INR,True
PRD00439,GoPro,Cameras,GoPro Action Camera 872,98631,INR,True
PRD00440,Hisense,TVs,Hisense OLED Smart TV 371,228062,INR,True
PRD00441,Nikon,Cameras,Nikon Mirrorless Camera 812,72685,INR,True
PRD00442,LG,TVs,LG LED Smart TV 370,26890,INR,True
PRD00443,GoPro,Cameras,GoPro Action Camera 823,142527,INR,True
PRD00444,Nikon,Cameras,Nikon Mirrorless Camera 317,37235,INR,True
PRD00445,IFB,Washing Machines,IFB Fully Automatic Washing Machine 788,71843,INR,True
PRD00446,Bosch,Washing Machines,Bosch Front Load Washing Machine 996,34426,INR,True
PRD00447,LG,Refrigerators,LG Single Door Refrigerator 697,81057,INR,True
PRD00448,Sony,Cameras,Sony DSLR Camera 799,237331,INR,True
PRD00449,GoPro,Cameras,GoPro DSLR Camera 990,221269,INR,True
PRD00450,TCL,TVs,TCL Mini LED Smart TV 57,247596,INR,True
PRD00451,Xiaomi,Mobile Phones,Xiaomi Pro Smartphone 169,87724,INR,True
PRD00452,Sony,TVs,Sony OLED Smart TV 971,110707,INR,True
PRD00453,Sony,Cameras,Sony Mirrorless Camera 202,85694,INR,True
PRD00454,OnePlus,Tablets,OnePlus Gaming Tablet 641,26406,INR,True
PRD00455,Razer,Gaming,Razer Gaming Monitor 515,15245,INR,True
PRD00456,Samsung,Tablets,Samsung Professional Tablet 675,32439,INR,True
PRD00457,Noise,Smart Watches,Noise GPS Smart Watch 43,75874,INR,True
PRD00458,HP,Laptops,HP Business Laptop 667,99377,INR,True
PRD00459,Sennheiser,Headphones,Sennheiser Gaming Headset 655,42008,INR,True
PRD00460,ASUS,Laptops,ASUS Professional Laptop 658,105935,INR,True
PRD00461,Logitech,Gaming,Logitech Gaming Controller 305,56227,INR,True
PRD00462,LG,Air Conditioners,LG 1 Ton Split AC 451,45719,INR,True
PRD00463,IFB,Washing Machines,IFB Top Load Washing Machine 349,44741,INR,True
PRD00464,Samsung,Smart Watches,Samsung GPS Smart Watch 752,43853,INR,True
PRD00465,Godrej,Refrigerators,Godrej French Door Refrigerator 380,119701,INR,True
PRD00466,GoPro,Cameras,GoPro Mirrorless Camera 248,103654,INR,True
PRD00467,LG,Air Conditioners,LG 2 Ton Split AC 254,83929,INR,True
PRD00468,Samsung,TVs,Samsung 4K Smart TV 969,96077,INR,True
PRD00469,Bosch,Washing Machines,Bosch Top Load Washing Machine 986,50541,INR,True
PRD00470,Sony,TVs,Sony Mini LED Smart TV 321,209039,INR,True
PRD00471,Bose,Headphones,Bose Gaming Headset 479,35233,INR,True
PRD00472,Voltas,Air Conditioners,Voltas Inverter AC 93,28037,INR,True
PRD00473,Bosch,Washing Machines,Bosch Top Load Washing Machine 221,49552,INR,True
PRD00474,Garmin,Smart Watches,Garmin Fitness Smart Watch 289,8624,INR,True
PRD00475,Blue Star,Air Conditioners,Blue Star Inverter AC 550,62453,INR,True
PRD00476,HP,Laptops,HP Student Laptop 904,65110,INR,True
PRD00477,Nintendo,Gaming,Nintendo Gaming Mouse 47,50964,INR,True
PRD00478,LG,Washing Machines,LG Fully Automatic Washing Machine 372,43513,INR,True
PRD00479,Sony,Cameras,Sony Mirrorless Camera 517,121279,INR,True
PRD00480,Blue Star,Air Conditioners,Blue Star 2 Ton Split AC 132,40572,INR,True
PRD00481,Google,Mobile Phones,Google Ultra Smartphone 572,96889,INR,True
PRD00482,Samsung,Refrigerators,Samsung French Door Refrigerator 522,98966,INR,True
PRD00483,Bosch,Washing Machines,Bosch Front Load Washing Machine 40,23938,INR,True
PRD00484,Hisense,TVs,Hisense QLED Smart TV 486,230754,INR,True
PRD00485,Fujifilm,Cameras,Fujifilm DSLR Camera 915,178927,INR,True
PRD00486,Nikon,Cameras,Nikon Action Camera 327,180712,INR,True
PRD00487,TCL,TVs,TCL Mini LED Smart TV 863,213808,INR,True
PRD00488,Razer,Gaming,Razer Gaming Keyboard 849,69494,INR,True
PRD00489,GoPro,Cameras,GoPro Digital Camera 577,205791,INR,True
PRD00490,Logitech,Gaming,Logitech Gaming Console 340,51281,INR,True
PRD00491,Apple,Tablets,Apple Student Tablet 316,86507,INR,True
PRD00492,Dyson,Vacuum Cleaners,Dyson Upright Vacuum Cleaner 991,22401,INR,True
PRD00493,OnePlus,Tablets,OnePlus Professional Tablet 53,104555,INR,True
PRD00494,Fossil,Smart Watches,Fossil Premium Smart Watch 645,70712,INR,True
PRD00495,Agaro,Vacuum Cleaners,Agaro Upright Vacuum Cleaner 842,14684,INR,True
PRD00496,Samsung,Tablets,Samsung Android Tablet 971,85047,INR,True
PRD00497,Dyson,Vacuum Cleaners,Dyson Robot Vacuum Cleaner 452,6241,INR,True
PRD00498,Godrej,Refrigerators,Godrej French Door Refrigerator 708,74127,INR,True
PRD00499,Apple,Headphones,Apple Premium Earbuds 943,41573,INR,True
PRD00500,LG,Air Conditioners,LG 1.5 Ton Split AC 213,92984,INR,True
PRD00501,Sony,Cameras,Sony Digital Camera 386,157750,INR,True
PRD00502,Samsung,Refrigerators,Samsung Single Door Refrigerator 546,139553,INR,True
PRD00503,Haier,Refrigerators,Haier Side by Side Refrigerator 791,108587,INR,True
PRD00504,Eureka,Vacuum Cleaners,Eureka Upright Vacuum Cleaner 981,17600,INR,True
PRD00505,JBL,Headphones,JBL Premium Earbuds 231,21062,INR,True
PRD00506,Nintendo,Gaming,Nintendo Gaming Controller 325,67094,INR,True
PRD00507,Voltas,Air Conditioners,Voltas 2 Ton Split AC 125,62721,INR,True
PRD00508,Noise,Smart Watches,Noise Sports Smart Watch 839,53712,INR,True
PRD00509,Samsung,Refrigerators,Samsung Side by Side Refrigerator 295,25513,INR,True
PRD00510,Dyson,Vacuum Cleaners,Dyson Handheld Vacuum Cleaner 453,65555,INR,True
PRD00511,Lenovo,Tablets,Lenovo Student Tablet 207,38047,INR,True
PRD00512,Sony,Cameras,Sony Action Camera 112,55985,INR,True
PRD00513,Noise,Smart Watches,Noise Premium Smart Watch 52,33779,INR,True
PRD00514,OnePlus,Tablets,OnePlus Professional Tablet 239,93616,INR,True
PRD00515,HP,Laptops,HP Student Laptop 735,116584,INR,True
PRD00516,LG,Air Conditioners,LG 1.5 Ton Split AC 988,25679,INR,True
PRD00517,Nikon,Cameras,Nikon Digital Camera 958,191151,INR,True
PRD00518,Daikin,Air Conditioners,Daikin 1.5 Ton Split AC 329,62649,INR,True
PRD00519,Sony,Gaming,Sony Gaming Console 238,78252,INR,True
PRD00520,Canon,Cameras,Canon DSLR Camera 904,129546,INR,True
PRD00521,Samsung,TVs,Samsung LED Smart TV 508,226559,INR,True
PRD00522,Hisense,TVs,Hisense QLED Smart TV 39,249832,INR,True
PRD00523,Lenovo,Laptops,Lenovo Professional Laptop 951,58128,INR,True
PRD00524,Whirlpool,Refrigerators,Whirlpool Single Door Refrigerator 657,149643,INR,True
PRD00525,GoPro,Cameras,GoPro Digital Camera 872,55179,INR,True
PRD00526,Fujifilm,Cameras,Fujifilm Action Camera 829,70544,INR,True
PRD00527,OnePlus,Mobile Phones,OnePlus Pro Smartphone 664,128301,INR,True
PRD00528,Microsoft,Gaming,Microsoft Gaming Console 810,47185,INR,True
PRD00529,Razer,Gaming,Razer Gaming Controller 626,26002,INR,True
PRD00530,Xiaomi,Tablets,Xiaomi Student Tablet 336,77538,INR,True
PRD00531,Google,Mobile Phones,Google 5G Smartphone 144,56439,INR,True
PRD00532,Voltas,Air Conditioners,Voltas 1.5 Ton Split AC 268,25895,INR,True
PRD00533,Samsung,Washing Machines,Samsung Top Load Washing Machine 977,52995,INR,True
PRD00534,Whirlpool,Refrigerators,Whirlpool Double Door Refrigerator 670,54282,INR,True
PRD00535,Samsung,Refrigerators,Samsung Double Door Refrigerator 122,107528,INR,True
PRD00536,Voltas,Air Conditioners,Voltas 1.5 Ton Split AC 703,78138,INR,True
PRD00537,Sony,Cameras,Sony Mirrorless Camera 939,187434,INR,True
PRD00538,Nintendo,Gaming,Nintendo Gaming Monitor 225,31947,INR,True
PRD00539,TCL,TVs,TCL OLED Smart TV 766,139269,INR,True
PRD00540,Garmin,Smart Watches,Garmin Sports Smart Watch 935,73989,INR,True
PRD00541,Blue Star,Air Conditioners,Blue Star 1.5 Ton Split AC 697,57435,INR,True
PRD00542,Apple,Smart Watches,Apple Sports Smart Watch 721,71228,INR,True
PRD00543,LG,Refrigerators,LG Double Door Refrigerator 849,28094,INR,True
PRD00544,GoPro,Cameras,GoPro DSLR Camera 550,170130,INR,True
PRD00545,LG,TVs,LG QLED Smart TV 533,243998,INR,True
PRD00546,LG,Air Conditioners,LG 1.5 Ton Split AC 94,89071,INR,True
PRD00547,Fujifilm,Cameras,Fujifilm Mirrorless Camera 136,138864,INR,True
PRD00548,Fujifilm,Cameras,Fujifilm Digital Camera 60,167825,INR,True
PRD00549,Fujifilm,Cameras,Fujifilm Action Camera 23,209603,INR,True
PRD00550,Whirlpool,Washing Machines,Whirlpool Front Load Washing Machine 593,46560,INR,True
PRD00551,Apple,Mobile Phones,Apple Budget Smartphone 718,98316,INR,True
PRD00552,Xiaomi,Mobile Phones,Xiaomi 5G Smartphone 957,26092,INR,True
PRD00553,LG,Air Conditioners,LG 2 Ton Split AC 185,78591,INR,True
PRD00554,Hisense,TVs,Hisense LED Smart TV 913,118162,INR,True
PRD00555,IFB,Washing Machines,IFB Top Load Washing Machine 83,67236,INR,True
PRD00556,OnePlus,Tablets,OnePlus Professional Tablet 881,95660,INR,True
PRD00557,LG,Refrigerators,LG French Door Refrigerator 403,90419,INR,True
PRD00558,Nikon,Cameras,Nikon DSLR Camera 4,238843,INR,True
PRD00559,Lenovo,Laptops,Lenovo Student Laptop 435,172723,INR,True
PRD00560,Fujifilm,Cameras,Fujifilm DSLR Camera 472,84883,INR,True
PRD00561,Samsung,Refrigerators,Samsung Side by Side Refrigerator 960,44704,INR,True
PRD00562,Dyson,Vacuum Cleaners,Dyson Cordless Vacuum Cleaner 677,58049,INR,True
PRD00563,Bosch,Washing Machines,Bosch Front Load Washing Machine 212,49544,INR,True
PRD00564,Apple,Mobile Phones,Apple Flagship Smartphone 458,16801,INR,True
PRD00565,Apple,Smart Watches,Apple Premium Smart Watch 412,7798,INR,True
PRD00566,Samsung,Air Conditioners,Samsung 1.5 Ton Split AC 144,32398,INR,True
PRD00567,Sony,Cameras,Sony DSLR Camera 939,233853,INR,True
PRD00568,Agaro,Vacuum Cleaners,Agaro Handheld Vacuum Cleaner 613,42845,INR,True
PRD00569,Lenovo,Tablets,Lenovo Professional Tablet 898,49552,INR,True
PRD00570,Hisense,TVs,Hisense Mini LED Smart TV 424,77945,INR,True
PRD00571,Nintendo,Gaming,Nintendo Gaming Console 972,75970,INR,True
PRD00572,Samsung,Smart Watches,Samsung Sports Smart Watch 508,74856,INR,True
PRD00573,Lenovo,Laptops,Lenovo Student Laptop 327,167484,INR,True
PRD00574,Karcher,Vacuum Cleaners,Karcher Upright Vacuum Cleaner 308,14779,INR,True
PRD00575,Samsung,Washing Machines,Samsung Fully Automatic Washing Machine 247,80065,INR,True
PRD00576,JBL,Headphones,JBL Noise Cancelling Headphones 937,31844,INR,True
PRD00577,Acer,Laptops,Acer Student Laptop 571,139185,INR,True
PRD00578,Nikon,Cameras,Nikon Digital Camera 262,83663,INR,True
PRD00579,JBL,Headphones,JBL Wireless Headphones 868,30977,INR,True
PRD00580,LG,Refrigerators,LG French Door Refrigerator 275,26755,INR,True
PRD00581,Bosch,Washing Machines,Bosch Fully Automatic Washing Machine 895,23183,INR,True
PRD00582,Samsung,Mobile Phones,Samsung Flagship Smartphone 223,154499,INR,True
PRD00583,Samsung,Air Conditioners,Samsung 2 Ton Split AC 980,64739,INR,True
PRD00584,Dell,Laptops,Dell Gaming Laptop 765,60753,INR,True
PRD00585,Samsung,Air Conditioners,Samsung 1.5 Ton Split AC 938,76987,INR,True
PRD00586,Sennheiser,Headphones,Sennheiser Bluetooth Earbuds 390,20050,INR,True
PRD00587,Blue Star,Air Conditioners,Blue Star 2 Ton Split AC 268,65425,INR,True
PRD00588,Haier,Refrigerators,Haier Single Door Refrigerator 101,81080,INR,True
PRD00589,Karcher,Vacuum Cleaners,Karcher Handheld Vacuum Cleaner 209,64921,INR,True
PRD00590,Whirlpool,Refrigerators,Whirlpool Single Door Refrigerator 577,25992,INR,True
PRD00591,Boat,Headphones,Boat Noise Cancelling Headphones 268,2562,INR,True
PRD00592,GoPro,Cameras,GoPro Digital Camera 157,97382,INR,True
PRD00593,JBL,Headphones,JBL Noise Cancelling Headphones 584,26393,INR,True
PRD00594,Apple,Headphones,Apple Premium Earbuds 967,44400,INR,True
PRD00595,Lenovo,Tablets,Lenovo Gaming Tablet 842,110055,INR,True
PRD00596,Daikin,Air Conditioners,Daikin Inverter AC 751,47050,INR,True
PRD00597,Samsung,Refrigerators,Samsung French Door Refrigerator 560,114412,INR,True
PRD00598,Samsung,Air Conditioners,Samsung 1 Ton Split AC 35,93674,INR,True
PRD00599,Motorola,Mobile Phones,Motorola 5G Smartphone 423,9673,INR,True
PRD00600,Hisense,TVs,Hisense OLED Smart TV 725,37817,INR,True
